Message,Category,
Guzishta saal ke dauran Karachi mein foot paths se milne wale aur logon ki janib se dakhil karwae jane wale 842 lawaris zehni mareez mardon aur 625 zehni mareez aurton ko Edhi village aur Edhi North Karachi centers barae zehni mareezon khuwateen ko Edhi ambulances ke zariye utha kar dakhil kiya gaya.,ham,
Guzishta saal ki ba nisbat 2013 mein panah lene wali ladkiyon aur aurton ki tadad mein 50% izafa hua hai.,spam,
Gym se ana jana phr careem mai?,ham,
H ahahahah pir maza na ata shyd gheebat krny mei agr gunah na hta tou :p,ham,
ha ay vedio may ny khud dekhi.,ham,
Ha bhenr ach akele mein chugli kru ity public place ty kanda se t manhun wri panji kanda😂,spam,
Ha g karnamy jo anjam dye hyn :D,ham,
Ha ha,spam,
"ha ha h
again a 4 star video out of 5",ham,
"ha ha ha
bechara.....🤣🤣🤣",ham,
Ha ha ha end pa pher nokar he dakhta ha,ham,
Ha ha ha ha ha Nice msg ha ha ha omg super,spam,
Ha ha ha Maza aa agaya,ham,
ha ha waisy to aap jaisy log PMLn k supporters neh hoty jin jahilo ko ya b nhe pata hota k ya fake email han Hamza abbasi ka koi account nhe.,ham,
Ha haha,spam,
Ha jo apn walk par gaa rahe the or boys k samne gaa diya tha in ne ,ham,
Ha kyuki sab hasne lag gye the nd apn toh gana gaye b ni the ,ham,
Ha lash h. Aunty bhe sahe h,ham,
Ha or kux lkhna b ni 😛😛😛,ham,
ha ye tou h phopu hi hr wari pandi mrti h hr kam may,ham,
haa achaan thi bas nikti ahyan,ham,
Haa agreed Yarr .. Wese arsl NY bohat Axha kiya kinza k sath..,ham,
haa ma b disi kehri khbr stuff khrb huje par dost ghurayo aa disa unjo kiye nikryo,ham,
Haa sahi gaalh aaah..,ham,
Haa yaaar mujhaay bhi ye gana achahiye,ham,
haaa yrrr shiii m ,spam,
Haaaa haaaa esa bhi hota h,spam,
Haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,spam,
haaan q koi shaq,spam,
Haaan zahir ha ub me nae samjhongi tu kon samjy ga 😂😂,ham,
Haaao sub sun liya,spam,
Haad hai bhai lootnay ki b....................international price is ki pen aur cover kay saath 190 or 192 dollar hai aur Najariya jasi country main b ye isi price par mil raha hai..............ye sari loot mar pakistan main hi kiyon.....................? ,ham,
Haaeyy pgli rula e dala tu ny to 😭😭😭😭,spam,
Haaha yeh bhi sai hai,ham,
HAAHAAA,ham,
HAAHAAHAHAHAHA but but MOMINAA TOU MERI HAI ,ham,
HAahah...han zroor....yar mjhe acha lgta jb yeh ese post krte,ham,
HAahaha,spam,
haahahahahahaha welcome beta :),spam,
haahhahahahahahaah tera b yehi hal he,spam,
"Haal he mein Ahsan Khan se aik ittefaqiya mulaqat mein kuch batein hui, jin ka aehwal pesh e khidmat hai",spam,
"haal he mein Hum Tv ne Indian dinger Mikka Singh ke music show ka aehtemam kiya, to us mein bhi mezbani ke faraiyz Bushra Ansari ne he adaa kiye",spam,
Haan,spam,
Haan beauty tu hai ... casual bhi aur style bhi ,ham,
Haan bhai mahajir hain ,ham,
Haan bilkul me chek kr chuka hooo kai lrkio ko ,ham,
Haan dont worry instagrammer is in making at aman,ham,
Haan g ap karty hon gy na.... ap or saif tu waqey namony frds ak dosaray ko kah sakty hain... lkin sub assy nhi hoty....,ham,
Haan g zehan nasheen. Ab yad dashtt khtm ho tou jan chutty,ham,
Haan go on tm bhi ye so called couplegoals poore kro and put some lipstick on ,ham,
Haan haan aap nay kabhi awaaz nahi suni khar khar khar khar tishhhhh tishhhhh,ham,
haan haan chor kabhi khud ko chor kehta ha..xD,ham,
Haan haann anmol namoona 😂😂,ham,
Haan i know,ham,
haan itna tou pta chal gaya hai xd,ham,
Haan maine dkhaa,ham,
Haan mery dres ki tra hy,ham,
Haan na ho gya ha opposite fsc mai itna parhti thi ma ,ham,
Haan na tu hai na,ham,
Haan naa mjje dekhtey laga yeh ii brothers hn ,ham,
Haan nend hi nahi arhii ,ham,
haan or apke captions tou Mashallah hoty hen,ham,
Haan oye same time kesy lag ra mje b yahi nai smjh ara tha,ham,
Haan per treat toh do pehle,ham,
Haan sahe hai. ,ham,
Haan sahi baat allah yeh ppr ki baatein kahan say lay aye roona aajata hai,ham,
Haan shakal daikho or khush fehmi daikho 😂😂😂😂,ham,
Haan uski toh yaad bhi Nahi thi.,ham,
Haan waqaii imran Khan Ghlt krta Hai nikah kr k usy chaye Shahbaz Shareef ki trhan na jaiz bachy peda kry or wo ortain bhaly in patwariyon k ghr ki hi q na hon lanat Hai nikah ko Ghlt kehny walon per,ham,
Haan woh bhi ,ham,
Haan wohi hai,ham,
Haan yh mein manta hn ,ham,
"haan,,, :/",ham,
Haar jayegi jiya,ham,
Haar maan gy treen saheb,ham,
Haar maani ,ham,
haaton ko milk mein daal tu den lekin us k baad jo ammi bolengi k sara milk kharab ker dia phir kia karen?:wk ,ham,
haaye ry qasmy ,ham,
Habib Ahmed ko 14 saal ki umar mein Anglo Arabic School Dehli mein 7 class mein dakhil karwaya gaya,ham,
Habib arain AK magwa kr do plzzzzzzzz Eid pa,ham,
Habib arain ya dress Kitna pyre h,ham,
Habib Jalib ki siyasi shaiyri aaj bhi aam aadmi ko zulm ke khilaf bebaak awaz uthane ka sabaq deti hai,ham,
Habib k dil ko apne marfat k leay qabol farma,ham,
Habiba Sajjad,ham,
Hacksbay Se 2 Afrad Ki Doobi Hui Lashen Mili Tadad 7 Ho Gai 9 Lapata ,ham,
Had h ab itni b nae guzari eid even kam tu blkl ni kiye,ham,
Had ha,ham,
Had ha yrrr,ham,
Had hai,ham,
Had Hai Yar ONLINE !,ham,
Had ho gae h ,ham,
Had hogaee Yarr....,ham,
Had hoti h jahil awaam,ham,
Had hoti ha hypocracy ki aur khud maan bhi raha ha ke me inke baghair Wazir e Azam nae bansakta! ,ham,
Had hoti he tapne ki bhi... ....Is waqt Quaid e Azam ko bhi PM banado tab bhi awaam ne keerhe nikaal lene hen....Unke khilaaf bhi Refrence Adair kardenge hen....,ham,
Had hoti he:p,ham,
Had kardi AP ne had krdi ap nd,ham,
Hadeed phase one se,ham,
Hadees Sharif padhne se sach nahin ho jati. Hadees ki kitab ka hawala Dena chahiue or Wese bhi Hadees kisi mustabiq kitab se honi chahiye,ham,
Hadia kh,ham,
Hadse Me 28 Afraad Zakhmi Rescue Zarae ,ham,
Hafeez behraal Urdu ke shairi adab mein qabil-e-zikar hesiyat ke malik hai aur inho ne Urdu shaiyri ko jo kuch diya hai,ham,
Hafeez Jalandhari 14 January 1900 ko Jhalandar main paida hue the aur 21 December 1982 ko Lahore mein inteqaal farmaya,ham,
Hafeez Jalandhari aik nihayat maqbool shaiyr the aur apne ashaar ke ilawa apni khush tabie ke liye bhi shohrat rakhte the,spam,
Hafeez Jalandhari ki pehli shadi unki cousin Zeenat Begum se 1917 mein huye,ham,
Hafeez Jalandhari pakistan ke qaumi shaiyr the magar in ki maqbooliyat bharat mein bhi kam nahi thi,ham,
Hafeez Jullandhuri ki shaiyri ki teesri khobi is ki ghanaiyat hai,ham,
Hafeez Jullandhuri qadir-ul-kalam shaiyr Maulana Ghulam Qadir Bilgirami ke shagird the,ham,
Hafeez Jullandhuri shaiyr ki hesiyat se nazam aur ghazal dono par qadir thay,ham,
Hafeez Ki 4 Wkts Or Shandar Century Ki Badolat Pakistan Ne 256 Ka Hadaf 4 Wickets Per Hasil Ker Lia ,ham,
Hafsa my gf told me that me just cn4m kar raha k lambi tu ni chori os ne,ham,
Hafsa Nadir surah baqra daily parhin or magrib k bat surah waqia or shia k bat surah baqra ki ayat 285 to 286 parh k dua kren ho saka tu jo qarorbar ki jaga ha os ka 4oro knono pa azan din sab theak ho jae ga inshallah,ham,
Hafsa Nadir surah yaseen 3 bar parh k gir gira k dua kr k pani pilin ammi abbu ko jagra ni hon ga pani girna ni chea,ham,
Hafsa wo jb in between classes discussions hoti theen hamari 😂,ham,
hafze waly nafil ki wazahat kr dyn,ham,
Haha,ham,
Haha,ham,
HAHA,ham,
Haha,ham,
Haha,ham,
Haha,ham,
haha,ham,
Haha,ham,
haha,spam,
Haha,ham,
Haha,ham,
Haha,ham,
Haha,ham,
Haha  na chair,spam,
Haha  sach bol diya hai,ham,
Haha abey ala bachodi pel di,ham,
"Haha acha chlo koshish krna dono bhai hon, aur bara vala mra🤣",ham,
haha aho log shugal samj rhy or is anti ko lag rha jesa badi tagri taqreer kr k gai hay,ham,
Haha airlink log pgl nhn ke is price me purchase karen,ham,
haha ami pokh lage a ,ham,
Haha anti on ....... Anti ko bs roads ki khubsurti sy piyaar jo kuch time bd kharab hojani,ham,
Haha ap plz mat pagal bano careem walo ki bato se...ye just awam ko bewKof banana janty hain,ham,
Haha app bhi shamil heyn jaanu,ham,
haha arsal ne kese pakra tha ajiya dar gai thi,ham,
haha asa hta h kya,ham,
Haha awesome,ham,
haha bechare ne bri mushkil se us k sath photo bnwai hai uski nhi hai wo jnb,ham,
Haha bhabi tumhari ,ham,
Haha cha ab nikal ,ham,
Haha Chlo degree lekar phr mar jana 😂,ham,
Haha d0nt open the secrets ,ham,
Haha dafa karo aj kal ghlazat sy door he rehta hun :-D,ham,
haha dramiiiii,ham,
Haha Hã Sardar ap dono k saat asa hi hua ha i think,ham,
Haha haan on hai ,ham,
Haha Haha haye mei war jaon🤣🤣🤣,ham,
Haha haha khbes aorat kar sharm,ham,
haha hamry 7 bhi asa hota hai ,ham,
Haha han bhai ja hm he hain tu Einstein hai,ham,
haha han phr teek h,ham,
Haha i love u so much meri jan,ham,
Haha idea bura nai tha wesy chalo nxt sae 😎,ham,
haha is aurat ny koi 1 bat logical ya facts ki base py ki hay,ham,
Haha jbh hai humhari! abhi koi nhi karta..,ham,
Haha jo phrya wo bi kon sa tmhn atta hoga :D,ham,
Haha literally ,ham,
Haha Lohy ka chhola,spam,
haha mari wan plz😂😂😂,spam,
Haha nai..,spam,
Haha no comments at this ,spam,
Haha nyc,ham,
Haha o jaao oa dono,ham,
Haha ok ok.. But tm apni degrees mje do m jala don haha,ham,
Haha pgl choty bhaie wali zyada faidy m hoty sb set hoa va milta jithani g 😂,ham,
Haha qurb,ham,
Haha Razzaque bhai ko b😂😂😂😂,ham,
Haha really,ham,
Haha rula dia kamenay :'( :-P,spam,
Haha sahi batMam physics wali,ham,
Haha sai baat ha ,ham,
Haha sakth londa hai yeai bol raha hoon,spam,
haha same tbiii me auntyyy sy itna krti,spam,
haha sheer ky karnamy is vedio main nazar a rahy hain haha ,spam,
Haha sorry wrong tagging  maazrat ,ham,
Haha thank you so much ,ham,
Haha thanks to you too Nainu!,ham,
Haha tjhy to cute lgna e hai tu khati jo h,ham,
Haha tm dono,ham,
Haha tmhre aba ko screeshot bhju iska khush hojyenge ..ab se no more sephora 🤑,spam,
Haha true :p,spam,
haha Wo tu Pta hai mjhe bh lekin comments aise he hte Pakistani saas k,spam,
Haha wow,ham,
Haha yaar log hi aese thy....hum kya krte....ab adat hogai hai!!!!,ham,
Haha yar mention na kreen wri virhi na pawein,ham,
Haha ye mian bewi hai kea?,ham,
Haha ye zerlish ko pata hai wo kehti thi esy,ham,
Haha yehi khayal tha mera bhii,spam,
Haha. Awsm video kzn. Good one,spam,
Haha. Thts funny... Midnight cravings :D,spam,
haha.. :D,spam,
haha.. phr ayse hi thodi itna handsome hy tu :p,spam,
Haha.. thats true that why i didnt even get ready this time ,spam,
Haha.. Xhl ab tu Jan dy g betaa,ham,
Haha... true...,spam,
Haha......han tou......bndy ko unique hona chaiay na....,ham,
"haha...""tu mera hero"" bhi tha:-P;-)",ham,
Haha...mtlb main shareef nazar aati hun...😜😁,spam,
Haha..Alright.. ,spam,
Haha.Ye bhi aik newa ha.Atractive,ham,
Hahaa,ham,
Hahaa bachi chek kar hahahah wah,spam,
Hahaaa good one,ham,
Hahaaa nii Bss aisy hi krdiaa :-( :-(,ham,
"Hahaaa,duleh ka shumar kis janwar se tah?apne itne sare dooston ko le gagaya shadi me haaaa",ham,
haHaaa..chawAL.. kmaL kR DyAa..!!,ham,
HAHAAHAA!😂😂 samney bolnaa hawn😂😂,ham,
hahaahaaa sahi hy😂😂😂,ham,
Hahaahah,ham,
Hahaahah Waqai😂😂😂 Aur bd ma shamat b ati😂😂😂😂,ham,
Hahaahahahahaha,spam,
hahaahahha ,ham,
hahaahahhaau achi Hy Keeep it up,spam,
Hahah,spam,
Hahah,ham,
Hahah,ham,
hahah,ham,
Hahah,spam,
Hahah ,ham,
Hahah  aunty khe munji trf kha thanks 🤣🙏,ham,
Hahah bari khoobsurat saza hai ,spam,
hahah experience hai.,ham,
Hahah han dekhi mene.....aunty ko ghussa arha hai bht ziada,ham,
Hahah hum bi apko sharif hi smjta han jnb,ham,
Hahah id pta hai kero such mey bolo fa bhai,ham,
Hahah kch hisaaa karayyee pa dy dety hain ,ham,
Hahah khud keh dooo,spam,
Hahah khush feimi n galat feimi bhi lol,ham,
hahah koi nai aysa bolny walla mujy :D,ham,
Hahah koorey wala is most funny…,spam,
Hahah ksmyy yaaar ,ham,
hahah kya pta wo sab se aggy ho,ham,
hahah mae khush rhene ke sth khush rhkta ho logo ko ,ham,
Hahah meri koi czn ni meri jitni ..3 saal baad ho ni skti q ka abhi university ma b ni gya,ham,
Hahah ok g,ham,
Hahah pitwaye ga kia,ham,
Hahah ri8,ham,
Hahah sabeen ne kuch prhaya b tha? ,ham,
Hahah sachi vesy,spam,
Hahah sale sc le ke bhej dun ga,spam,
Hahah same here m bhi nh hu,ham,
Hahah Schoool ke bt kari may Acha kasa phar kr atay ty Board ka paper tw wwla hua hy :) Itna acha samjha ya apny :) paper bh bht acha hua hy miss,ham,
Hahah shukr kr ludo star hai humary pas ,ham,
hahah Tam ujara ,ham,
Hahah tbh tAg kra moot,ham,
Hahah teacher ka reaction check kro,ham,
Hahah tere Touch alag hi Hotay hain :p,ham,
Hahah that will be uploaded soon,ham,
HAHAH tu direct kr de 😂😂,ham,
Hahah wai I owe a special thankyou party to uncle n aunty then 😜,ham,
Hahah waqai thanks un ka churail 😂😂,ham,
Hahah Waqi patwario mein koi aql nhi,ham,
"Hahah yrr yehi bnta haii.... Or waki aysa hi hai,, ",ham,
Hahah.. Tobaaa thrak ki b had ha,ham,
Hahah.... Alaaaaa... Laughing loudly at 2:30 AM,ham,
Hahah..waqai..tu ny ult bol dya😅,spam,
Hahaha,ham,
hahaha,ham,
Hahaha,spam,
Hahaha,ham,
hahaha,ham,
Hahaha,ham,
Hahaha,ham,
Hahaha,ham,
Hahaha,spam,
hahaha,ham,
Hahaha,ham,
Hahaha,ham,
hahaha,ham,
Hahaha,ham,
Hahaha,ham,
Hahaha,ham,
Hahaha,spam,
Hahaha,spam,
Hahaha,spam,
Hahaha ,spam,
hahaha  ,ham,
hahaha  1 match jeet k jaykant shikray ban gya a yaaar ki masla a hahahahahhahahahahhahaha ager saray jeet jatay to ?,ham,
Hahaha  do bhai or aik cousin ne apni teamo ko nahi chora,ham,
Hahaha  haha tum toh khud hi phsti hooo pictures dal k,ham,
Hahaha  hum ra dieting plan,spam,
Hahaha  kal ki debate k baad kamyab aurat ka award aap ko jata hai,spam,
hahaha  koi hal ni,spam,
Hahaha  phr Jo kch marks milne Hain us s bhi jaungi,spam,
hahaha  TERA bhi yahe haal hai kia ?,ham,
Hahaha  teri bhabi hai,ham,
Hahaha  tum to hurr jaghaa famous ho <3,ham,
"Hahaha :D
Kash Allah mian gheebat pe gunah na rakhty... ;-P",ham,
Hahaha .... ma zaror karu g,ham,
Hahaha a jaoo yahe kam best haii ab 😂😂😂,ham,
"Hahaha a6a us din bh tm ne kaha tha zahra ghr nh hy, wasy tm ghr thi??",ham,
"Hahaha ab itni bhi sad life nhi meri
Mai apne liye ready hoti hun",spam,
Hahaha ab tk tou adat hogai hogi xD,spam,
hahaha ab yad i ha...,spam,
Hahaha actor in law,ham,
Hahaha aey hi hona chahiye tere sath ,spam,
hahaha aho dono ko alheda kiya jaaay,ham,
hahaha and your dialogue Tari kia life hai that amazing..... mai aksar apny dosto ko baat baat pay yahi kehta k tari kia life hai :P :D :P,spam,
Hahaha ap logo k samna a gae tOo ap logo na drama k chakar ma sUch ma gala hi daba dena ha ,spam,
"Hahaha ap Tu bhot ""masoom"" Hain 😂😂",spam,
Hahaha aunty ne level krdia peche wale log bht hrami thy,spam,
hahaha barri hi khabees ho..,spam,
Hahaha bat h reaction ki ha ,ham,
Hahaha bc ma krne lgi thi tag neechy dekha tou tu😕 hahaha tmhare mom dad ka b dil se shukrea ronay k sath😂,spam,
Hahaha becharay,ham,
Hahaha bechari,ham,
Hahaha Bhai is se bi bura haal tha ,ham,
hahaha bilkul perfect naqsha khencha,spam,
Hahaha bj.. haan hm apky mummy papa 😂😂😂,ham,
hahaha blkl thk kea is bndy ny phr,ham,
hahaha brave ka to pata nai aj kal real khajal rajpoot huwa wa a,ham,
Hahaha bs ye dipti nibhatai rehna puri emaan dari se 😂😂,ham,
Hahaha chalo next time :P and best of luck for new upcoming video,ham,
Hahaha da last one koray wala epi,ham,
Hahaha da nan paper um dasey wa,ham,
Hahaha dear proper dupata kr lo very good video,ham,
Hahaha dekh ly...oopsss uncle ko krna bhol gai,ham,
Hahaha dekha hamari importance 😉,spam,
Hahaha dfa hoja,ham,
Hahaha enjoy karo,ham,
Hahaha exactly  dj is too cute ,ham,
Hahaha exactly log ghalat fehmi paal lete hai 😂😂😂,ham,
Hahaha future????????,ham,
Hahaha Girls never Can say that .. (Ap lay lOo May Dosra lay Longi ) ,ham,
hahaha good try,ham,
Hahaha haan yar aisi he hotee,ham,
Hahaha hahaha bc meri to hasi nahi ruk rahi bc... ,ham,
Hahaha hahahshshshhasaahahahaha,ham,
Hahaha hamara wala scene ,ham,
Hahaha hamen.bhi bilkul pasand nhe aye :-P,ham,
Hahaha hayeee han yad hai😂😂😂,ham,
Hahaha hlt dakho karachi ko bol rhy ho thmry 7 kya hua hy,ham,
hahaha hm to dubyn gy sanam :-D tujhy b sath ly dubyn gy :-P,ham,
Hahaha hum to master hain is kaam mein 😂😂,ham,
HAHAHA intelligence may rkhna chahye phir touu ,ham,
Hahaha isay kehty hen pakki kattar pitware ourat..,ham,
Hahaha itni b pyari ni hai yr wo,ham,
Hahaha its me Sara din dieting or rat me usi dieting se fighting 😬💃😜,ham,
Hahaha jab tak shuru nahi hoga episode tum yeh videos stalk karti raho gi? XD,ham,
Hahaha jab tu meri koi shirt uni phn kr jati thi yhi krne ka dil krta tha kasm se 😂,spam,
hahaha Jani ma bhi wo hee kha Raha hu,spam,
Hahaha jejo nh jeeji :D,ham,
hahaha ji ji bs rasty me hn.. tm ready rhna hmesha 😉😄😇,spam,
Hahaha ji ji. Aisi e bat h #tuba ,spam,
Hahaha jitna jajj hm ny kiya ha utna to koi court ka jajj b nai kr skta😂😂😂,ham,
Hahaha jo hukum 😂😂😂,spam,
Hahaha kasmain mera bhi yehi haal hai,ham,
Hahaha kion keh hum perhate hi nahi hain,ham,
Hahaha kiya debate thi.... last main jo aunty bol kr gyi hain woh kamal ka dialogue tha.....,spam,
Hahaha knjrrrr wessy kabbb arahiii,ham,
Hahaha konse?,spam,
Hahaha kro thanks mere parents ko😂,spam,
Hahaha latnti,ham,
Hahaha lekin aj kal nii,ham,
Hahaha love Qalandars,ham,
Hahaha mene bh nahi ,ham,
hahaha mera baag bhi jata sth r koi janny wala b nhi tha us din route mn,ham,
Hahaha mere choty veer in baton ka hi ma uper zikar kar raha hon.,ham,
Hahaha meri story..,spam,
Hahaha mje b,ham,
Hahaha mje to ab ayi hai..lekin parhayi ki nahi 🤣,ham,
Hahaha my na hti to apka Kya hta😂,ham,
Hahaha nahi yaar ab itnaay buraay din b nhn aye,ham,
Hahaha namra this is epic...,ham,
Hahaha nawaz shaeef ka paisa pakra giya,ham,
Hahaha new wala Pehno ge tera maroon one😂😂😂😂,ham,
Hahaha next try k lye best of luck,spam,
Hahaha nh bhaee ab itna b nh hy,ham,
Hahaha no doubt..apko ghaleez ideas mai e tou dyti thi 😂😂😂,spam,
Hahaha parh lia hota to out na lagta naa ,ham,
Hahaha patlii galii se,ham,
Hahaha peechay logon ko dekh dekh kar aur hassi aa rahi thi XD,ham,
Hahaha pleasee wakai jaan chahye jaan le lo lekn no gudgudi ,ham,
Hahaha ppr hmri okat sy b bhr k hona ,ham,
hahaha pta nhi ye pakistani actors kb sekhygy quality acting ,spam,
HAHAHA queen is on fireeMegan ko password b nai de rhi ,ham,
Hahaha relate nah Sissy..li match exactly to the song...lol,ham,
Hahaha Sach me :/,ham,
Hahaha sahi baat ha,ham,
hahaha sahi KHA,spam,
HAHAHA Saman Razzaq,ham,
hahaha sbko dekh ,ham,
Hahaha so me😂😂😂,spam,
Hahaha suche yara,ham,
Hahaha taubaaaa,ham,
Hahaha taubha :') kisiko bhi nahi. Lol,ham,
hahaha tek dy traa zweyaa mong bai tapos kaww.,ham,
Hahaha thank you g ,ham,
Hahaha thank you g ,ham,
Hahaha That's sweet take some medicine cheers,ham,
Hahaha thk ha g zror krna,spam,
Hahaha tit for tat hogya,ham,
Hahaha tm b naa,ham,
Hahaha tmhy bardasht b kon kry,ham,
Hahaha tmy kasy pata chal gaya 😂🙈,ham,
Hahaha true,ham,
Hahaha tu murs h to aja kl k match p zalmi meri,ham,
hahaha u too say thanks to uncle aunti wrna hm sb ka kya hota,ham,
hahaha us din pit jana tha kasam se,ham,
Hahaha wah saen wah 😂😂😂,ham,
Hahaha waqai...,ham,
Hahaha Wasted Innings,ham,
Hahaha xctly,ham,
Hahaha xD bht halaat tight xD,ham,
Hahaha yahi point hai,spam,
Hahaha ye to aap ko he pta ho,ham,
Hahaha ye to Lol hogya.:P,ham,
Hahaha ye to miss  se pocho  hm to parhaty woi hain jo course me hota ,ham,
Hahaha yeh toh humari ‘dipti’ hai. 😂😝💕,ham,
Hahaha yess so us 😞😜😂,ham,
hahaha yhi t pyar h Rey pagli,ham,
Hahaha yooooo man 😂,ham,
Hahaha 😂😂😂 Soch ly Exercise ya men..... :D,ham,
Hahaha 😘😘,ham,
"hahaha, ni ye meri traf sy anti ko dikhao😂😂",ham,
"hahaha,,,murshadana smile",spam,
"Hahaha,.anu ne kaho chalo chalo hm bh chapa marty hy kitni kamini hy hamen btaya bh nh k mai agai hn., idhar se bh tmhari frndz thi. .",ham,
HAHAHA. REH GAYE TM ,ham,
Hahaha. Sabka hi yahi hal hota hai. Per  selfies le le k apne phone mei dafan kardeti hai ,ham,
Hahaha.. Ladiess 😂😂😂😂😂,ham,
Hahaha.. rulaye gi kya pagli 😋😋,spam,
Hahaha.. so true,ham,
Hahaha... bechariyan larkiyan,ham,
Hahaha... Tuo chalain PM may aatay hain! :D,ham,
Hahaha... ye b thek he... sb kha len ge but saas to saas hoti he na... use kon smjaey ga... ,ham,
Hahaha... ye time ni nikal skta... u r too demanding girl,ham,
Hahaha.... Esa hi le lein ga,ham,
Hahaha....True..,ham,
"Hahahaa
Han yaara esa hi hota hai",ham,
Hahahaa  ye pakki tu hai.. :D,ham,
Hahahaa...qasmay dil ki awaz h meri ye page :-D,ham,
hahahaaa mujhy bta ky hona tha us nyy,ham,
hahahaahah but muh se accept nai krti,ham,
Hahahaahhahaahhahhaha Match dekho zra hosh aey,spam,
Hahahah,ham,
Hahahah,ham,
hahahah,ham,
hahahah,ham,
Hahahah,ham,
hahahah    yh isi trha larty haina is p deikhlo         :-D,ham,
Hahahah :p naam letaa tu ziada ddoubt hootaa magaar yh bolkr direct attack krdia isnay :p,ham,
Hahahah aunty sahi lag k gai hai cD,ham,
HahahAh aur tjhe bhi  tab hi tag nhi kia ,spam,
hahahah bht achy ,ham,
Hahahah bht kameeni hi wallah chy 😂,ham,
hahahah bs ab khatam wo meray liye :0,ham,
Hahahah drijh naa maan gad aan tosaan,spam,
hahahah hamari wali dietng 😂😂,ham,
Hahahah hawn kh dn gii😂 tm b mera taraf sy uncle aunty ko shukriya kh do😁,ham,
Hahahah main phone main ghuss k pakar leti bechari ko😝😝 irum can explain u better this post..gazal baji anee ne muje yeh kaha yeh kiaa lol🤣🤣,ham,
Hahahah nae nae kanjar kaha sirf.,ham,
Hahahah ni ni wo ni bat😂😂😂😂,ham,
Hahahah ok ok Aur meri taraf say be uncle aunty ko shukriya keh Dena 😂😛,ham,
Hahahah okayyy 😂😂,ham,
Hahahah per Saba ko tum aise he topiya dyte o,spam,
hahahah phr rehnedo tum :-),ham,
Hahahah sanam yad ha?,ham,
Hahahah seriously...kahi b na nazar aya TC ma ,ham,
hahahah tere liye hai,ham,
"Hahahah time to sleep now  , one of the best posts ",ham,
Hahahah u love me pls 🙏🏻,ham,
hahahah welcome n tum b bol dena,ham,
Hahahah 😘😘,spam,
Hahahaha,ham,
Hahahaha,spam,
Hahahaha,ham,
hahahaha,ham,
hahahaha,ham,
Hahahaha,ham,
Hahahaha,ham,
Hahahaha,ham,
hahahaha,ham,
hahahaha,ham,
hahahaha,ham,
hahahaha,ham,
Hahahaha,ham,
"Hahahaha
:-D",ham,
"hahahaha
love you too! :-*",ham,
Hahahaha    bilkul same asy hi bolna hai hum ny sir zohaib k subjects mein,ham,
Hahahaha  meesni ifywim 😂😂😂,ham,
hahahaha :D,ham,
hahahaha :D,ham,
hahahaha :P ay ki hoe gya,ham,
hahahaha .. Zain sir na ye kab kaha ??,ham,
Hahahaha ach paanje grp me chugli kroon thaa 😂,ham,
Hahahaha achi Tara dna,ham,
Hahahaha actually main nazar nhi aata ,ham,
hahahaha aisay ap ky sath hona chaheye,ham,
Hahahaha aj to kch ziada hi judge krlia us ko,ham,
Hahahaha angoor khatty hai na,ham,
Hahahaha ap hmra guruu hoo ,spam,
Hahahaha aunty says ye namoonay se b bhaut agey ja chuki hai 🤣😂,ham,
Hahahaha baqi sab choro ,ham,
Hahahaha bat ee khtm ho gae SitAra KhAn :D,spam,
Hahahaha bc yeh kaya daikha dia hai? ,spam,
Hahahaha bht hi enjoy karty thy hm gari me fiza k sath b ..,ham,
Hahahaha chwal,ham,
Hahahaha drama ha kch bhi hosakta ha,ham,
Hahahaha exactly yahi hua h is bar humaray sath,ham,
hahahaha geography ki yaad aa gayi dekh k lol,ham,
Hahahaha haan naa bht km😂😂😂,ham,
Hahahaha han pta hai mje achay se😹😹,ham,
Hahahaha han ye lagati wo mughal wala bad ma lagaou gi😂,spam,
Hahahaha I died this is,ham,
Hahahaha I think so mera b yhi hal hna kl ,ham,
hahahaha insaaan tou hy na q jangli hy :p,ham,
Hahahaha jeewaay aunty!! achi khasi kerdi apne tau ,ham,
Hahahaha jo baat han,ham,
Hahahaha kasam sy es semester k haalaat kuch aisy hai  made my day,ham,
Hahahaha kiya baat hai mam ,spam,
hahahaha lanat ho jhoto par ,ham,
Hahahaha larai chl rhi h ronak tu hogi na,spam,
Hahahaha last main lazmi dekhna,spam,
"Hahahaha level hogya All sopaholicks can relate to this video and I hope next time they will be found saying""Nahe nahe ye ap le lein me kuch or le leti hoon""
P.S: Eid mubarak to you too in advance",ham,
Hahahaha liken rana shb piyari to hai,ham,
Hahahaha lol lol,spam,
Hahahaha main is main tumhain tag karnay wali thi.. 😂😂😂😂😂,ham,
Hahahaha masi kn,spam,
Hahahaha Mein teda vigara k ayy ,ham,
Hahahaha meri adaten khrab kren aap,ham,
Hahahaha meri trf se b uncle aunty ka dhanaywaad😝😝,ham,
Hahahaha mje koi yad araha ha,spam,
"Hahahaha on point! Gate wala scene b hahhaahah
Zakk",ham,
hahahaha paison pe khareedny waalo,ham,
Hahahaha Punjab ban gya Baki Karachi ki kisi ko nhe fikar sai ja rhe hai gadhe khane walle,ham,
Hahahaha q,ham,
Hahahaha right,ham,
Hahahaha rite,ham,
Hahahaha sahi baat hae,ham,
Hahahaha shaaat up he isn't like this atleast,spam,
